Energy,xx,yy,zz,xy,xz,yz
2.8912,9.8358,9.8358,9.8358,2.9193,2.9193,2.9193
2.8990,9.8893,9.8893,9.8893,2.9315,2.9315,2.9315
2.9067,9.9141,9.9141,9.9141,2.9237,2.9237,2.9237
2.9145,9.9101,9.9101,9.9101,2.8960,2.8960,2.8960
2.9223,9.8774,9.8774,9.8774,2.8484,2.8484,2.8484
2.9300,9.8160,9.8160,9.8160,2.7809,2.7809,2.7809
2.9378,9.7258,9.7258,9.7258,2.6935,2.6935,2.6935
2.9456,9.6069,9.6069,9.6069,2.5862,2.5862,2.5862
2.9534,9.4525,9.4525,9.4525,2.4492,2.4492,2.4492
2.9611,9.2291,9.2291,9.2291,2.2330,2.2330,2.2330
2.9689,9.0273,9.0273,9.0273,2.0392,2.0392,2.0392
2.9767,8.8519,8.8519,8.8519,1.8627,1.8627,1.8627
2.9845,8.7029,8.7029,8.7029,1.7035,1.7035,1.7035
2.9922,8.5803,8.5803,8.5803,1.5616,1.5616,1.5616
3.0000,8.4841,8.4841,8.4841,1.4370,1.4370,1.4370
3.0078,8.3530,8.3530,8.3530,1.3071,1.3071,1.3071
3.0155,8.2465,8.2465,8.2465,1.1936,1.1936,1.1936
3.0233,8.1653,8.1653,8.1653,1.0970,1.0970,1.0970
3.0311,8.1096,8.1096,8.1096,1.0172,1.0172,1.0172
3.0389,8.0793,8.0793,8.0793,0.9542,0.9542,0.9542
3.0466,8.0699,8.0699,8.0699,0.9074,0.9074,0.9074
3.0544,8.0501,8.0501,8.0501,0.8724,0.8724,0.8724
3.0622,8.0166,8.0166,8.0166,0.8482,0.8482,0.8482
3.0699,7.9774,7.9774,7.9774,0.8268,0.8268,0.8268
